datetime,close,high,low,open,volume,bb_avg,bb_high,bb_low,avg_7d,avg_90d
2018-08-02 08:47:00+00:00,-0.004774867869281607,-0.0018453791237578177,-0.014361636965967373,-0.004774867869281607,0.00033350008337502084,0.000648449952083352,1.0126334975788351,0.9873665024211649,0.0026130265056001356,-0.002474551101452227
2018-08-02 08:48:00+00:00,-0.009633281330179044,-0.01253939778510671,0.0,-0.009633281330179044,0.0,-0.0007598023224305583,1.0211721529202835,0.9788278470797166,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:09:00+00:00,0.010851917188015925,0.010875898751770752,0.010747601101221527,0.010851917188015925,0.00016675004168751042,0.00016966504916027247,1.025158167772989,0.9748418322270109,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:10:00+00:00,0.011325833498248672,0.01130092887606815,0.011429296762404562,0.011325833498248672,0.0,0.0013073471026736616,1.0355320631418856,0.9644679368581145,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:42:00+00:00,0.009480025431991557,0.029456119546471315,0.0020310011594399935,0.009480025431991557,0.0010005002501250625,-0.00016152019055282185,1.0149750399447541,0.985024960055246,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:43:00+00:00,0.019787053584798375,0.0,0.027369530838165623,0.019787053584798375,0.0,0.002942676414075418,1.0471292032203137,0.9528707967796864,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:56:00+00:00,-0.0019184953562886298,3.1335438030355434e-05,-0.006269698892553355,-0.0019184953562886298,0.00016675004168751042,-0.0015154912909574048,1.0092088127788847,0.9907911872211151,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:57:00+00:00,-0.0120293477463016,-0.012570339326048119,-0.009462570161239525,-0.0120293477463016,0.00033350008337502084,-0.0010654695181047114,1.0211018235839542,0.9788981764160458,0.0026130265056001356,-0.002474551101452227
2018-08-02 09:58:00+00:00,-0.0017739178273636913,-0.003173335519409015,0.0,-0.0017739178273636913,0.0,-0.0012420676792009866,1.0291178851700544,0.9708821148299456,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:02:00+00:00,-0.008439490422245899,-0.008438762597791083,-0.008438762597791083,-0.008439490422245899,0.00016675004168751042,-0.0020853377146756724,1.04518318508946,0.9548168149105399,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:03:00+00:00,0.0006423637963759443,0.0006421061080343904,0.0006421061080343904,0.0006423637963759443,0.0,-0.002512383840033494,1.0449092387518748,0.9550907612481252,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:06:00+00:00,0.0017781351924539557,0.0028954142102965985,0.0,0.0017781351924539557,0.00016675004168751042,-0.0021804055042473625,1.0245412595949008,0.9754587404050992,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:07:00+00:00,0.000824899751206809,-0.000288438426408022,0.00260614063516984,0.000824899751206809,0.0,-0.0008785438764886688,1.0228103940905415,0.9771896059094585,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:10:00+00:00,-0.003996746068757218,-0.0022819737465884504,-0.009645130963254145,-0.003996746068757218,0.0006670001667500417,-0.001542964531349611,1.0169402354186483,0.9830597645813518,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:11:00+00:00,0.0004519627376007307,-0.0012885594710463355,0.006169066499345455,0.0004519627376007307,0.0,-0.0013161468134402776,1.0117134464015252,0.9882865535984748,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:12:00+00:00,-0.004033559105139473,-0.0029056874598485383,-0.006131242456905217,-0.004033559105139473,0.00016675004168751042,-0.0008678730695638182,1.0169734332839522,0.9830265667160479,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:13:00+00:00,-0.0021059451782693417,-0.0032349547645491583,0.0,-0.0021059451782693417,0.0,-0.001142083537415628,1.0216654197312731,0.978334580268727,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:14:00+00:00,0.0004480517681328955,0.0032454536603307993,0.0,0.0004480517681328955,0.00016675004168751042,-0.00102421923927698,1.024069226335215,0.9759307736647852,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:15:00+00:00,0.0021483880947719136,0.0016201731779117434,0.0,0.0021483880947719136,0.00016675004168751042,-0.0007093058285538856,1.0244855093445777,0.9755144906554223,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:16:00+00:00,-0.0016191709952007027,-0.002909441284998704,0.0,-0.0016191709952007027,0.0,-0.0010495498612820287,1.023940239473252,0.976059760526748,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:24:00+00:00,-0.0002724162659176743,0.003287607546000215,-0.010001189958960377,-0.0002724162659176743,0.00033350008337502084,-0.0023600059876514035,1.0656252653639735,0.9343747346360265,0.0026130265056001356,-0.002474551101452227
2018-08-02 10:25:00+00:00,-0.0097299021637558,-0.01324525231350604,0.0,-0.0097299021637558,0.0,-0.0035434617132407142,1.0699151757905971,0.9300848242094029,0.0026130265056001356,-0.002474551101452227
